Year,Month,State,Municipality,Division,Fijo,Variable (Energía)
2018,ENERO,TLAXCALA,XICOHTZINCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,YAUHQUEMEHCAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,ZACATELCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,ZILTLALTEPEC DE TRINIDAD SANCH,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,ACAJETE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ACATLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ACAYUCAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ACTOPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ACULA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ACULTZINGO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,ACULTZINGO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,AGUA DULCE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ALAMO TEMAPACHE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ALPATLAHUAC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ALTO LUCERO DE GUTIERREZ BARRI,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ALTOTONGA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ALVARADO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,AMATITLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,AMATLAN DE LOS REYES,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ANGEL R. CABADA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,APAZAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,AQUILA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,AQUILA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ASTACINGA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ATLAHUILCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ATOYAC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ATZACAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ATZALAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,AYAHUALULCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,AYAHUALULCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,BANDERILLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,BENITO JUAREZ,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,BOCA DEL RIO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CALCAHUALCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,CALCAHUALCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CAMARON DE TEJEDA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CAMERINO Z. MENDOZA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CARLOS A. CARRILLO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CARRILLO PUERTO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CASTILLO DE TEAYO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CATEMACO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CAZONES DE HERRERA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CERRO AZUL,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHACALTIANGUIS,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHALMA,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,CHALMA,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHICONAMEL,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,CHICONQUIACO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHICONTEPEC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHINAMECA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHINAMPA DE GOROSTIZA,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,CHOCAMAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHONTLA,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,CHONTLA,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CHUMATLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CITLALTEPETL,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,COACOATZINTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COAHUITLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COATEPEC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COATZACOALCOS,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COATZINTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COETZALA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COLIPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COMAPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CORDOBA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COSAMALOAPAN DE CARPIO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COSAUTLAN DE CARVAJAL,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COSCOMATEPEC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COSOLEACAQUE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COTAXTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COXQUIHUI,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,COYUTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CUICHAPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,CUITLAHUAC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,EL HIGO,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,EMILIANO ZAPATA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ESPINAL,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,FILOMENO MATA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,FORTIN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,GUTIERREZ ZAMORA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,HUATUSCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,HUAYACOCOTLA,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,HUEYAPAN DE OCAMPO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,HUILOAPAN DE CUAUHTEMOC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IGNACIO DE LA LLAVE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ILAMATLAN,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,ISLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXCATEPEC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXHUACAN DE LOS REYES,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXHUATLAN DE MADERO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXHUATLAN DEL CAFE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXHUATLAN DEL SURESTE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXHUATLANCILLO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXMATLAHUACAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,IXTACZOQUITLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JALACINGO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JALCOMULCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JALTIPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JAMAPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JESUS CARRANZA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JILOTEPEC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JOSE AZUETA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JUAN RODRIGUEZ CLARA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,JUCHIQUE DE FERRER,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LA ANTIGUA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LA PERLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LANDERO Y COSS,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LAS CHOAPAS,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LAS CHOAPAS,SURESTE,72.38,2.368
2018,ENERO,VERACRUZ,LAS MINAS,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LAS VIGAS DE RAMIREZ,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LERDO DE TEJADA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,LOS REYES,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MAGDALENA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MALTRATA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,MALTRATA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MANLIO FABIO ALTAMIRANO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MARIANO ESCOBEDO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,MARIANO ESCOBEDO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MARTINEZ DE LA TORRE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MECATLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MECAYAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MEDELLIN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MIAHUATLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MINATITLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MISANTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MIXTLA DE ALTAMIRANO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,MOLOACAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,NANCHITAL DE LAZARO CARDENAS D,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,NAOLINCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,NARANJAL,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,NARANJOS AMATLAN,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,NAUTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,NOGALES,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,NOGALES,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,OLUTA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,OMEALCA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ORIZABA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,OTATITLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,OTEAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,OZULUAMA DE MASCARENAS,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,PAJAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,PANUCO,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,PAPANTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,PASO DEL MACHO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,PEROTE,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,PEROTE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,PLATON SANCHEZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,PLAYA VICENTE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,POZA RICA DE HIDALGO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,PUEBLO VIEJO,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,PUEBLO VIEJO,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,PUENTE NACIONAL,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,RAFAEL DELGADO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,RAFAEL LUCIO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,RIO BLANCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SALTABARRANCA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SAN ANDRES TENEJAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SAN ANDRES TUXTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SAN JUAN EVANGELISTA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SAN RAFAEL,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SANTIAGO SOCHIAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SANTIAGO TUXTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SAYULA DE ALEMAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SOCHIAPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SOCONUSCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SOLEDAD ATZOMPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SOLEDAD DE DOBLADO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,SOTEAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TAMALIN,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TAMIAHUA,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TAMIAHUA,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TAMPICO ALTO,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TANCOCO,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TANCOCO,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TANTIMA,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TANTOYUCA,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TANTOYUCA,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TATAHUICAPAN DE JUAREZ,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TATATILA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TECOLUTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEHUIPANGO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,VERACRUZ,TEMPOAL,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TEMPOAL,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TENAMPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TENOCHTITLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEOCELO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEPATLAXCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEPETLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEPETZINTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEQUILA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEXCATEPEC,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,TEXCATEPEC,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEXHUACAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEXISTEPEC,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TEZONAPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TIERRA BLANCA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TIHUATLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLACHICHILCO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLACOJALPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLACOLULAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLACOTALPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLACOTEPEC DE MEJIA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLALIXCOYAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLALNELHUAYOCAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLALTETELA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLAPACOYAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLAQUILPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TLILAPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TOMATLAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TONAYAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TOTUTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TRES VALLES,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TUXPAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,TUXTILLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,URSULO GALVAN,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,UXPANAPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,VEGA DE ALATORRE,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,VERACRUZ,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,VILLA ALDAMA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,XALAPA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,XICO,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,XOXOCOTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,YANGA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,YECUATLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ZACUALPAN,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,ZARAGOZA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ZENTLA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ZONGOLICA,ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ZONTECOMATLAN DE LOPEZ Y FUENT,GOLFO CENTRO,44.78,2.557
2018,ENERO,VERACRUZ,ZONTECOMATLAN DE LOPEZ Y FUENT,GOLFO CENTRO Y ORIENTE,46.81,2.420
2018,ENERO,VERACRUZ,ZOZOCOLCO DE HIDALGO,ORIENTE,46.81,2.420
2018,ENERO,YUCATÁN,ABALA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,ACANCEH,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,AKIL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,BACA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,BOKOBA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,BUCTZOTZ,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CACALCHEN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CALOTMUL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CANSAHCAB,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CANTAMAYEC,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CELESTUN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CENOTILLO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHACSINKIN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHANKOM,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHAPAB,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHEMAX,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHICHIMILA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHICXULUB PUEBLO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHIKINDZONOT,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHOCHOLA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CHUMAYEL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CONKAL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CUNCUNUL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,CUZAMA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,DZAN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,DZEMUL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,DZIDZANTUN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,DZILAM DE BRAVO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,DZILAM GONZALEZ,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,DZITAS,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,DZONCAUICH,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,ESPITA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,HALACHO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,HOCABA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,HOCTUN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,HOMUN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,HUHI,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,HUNUCMA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,IXIL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,IZAMAL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,KANASIN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,KANTUNIL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,KAUA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,KINCHIL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,KOPOMA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MAMA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MANI,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MAXCANU,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MAYAPAN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MERIDA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MOCOCHA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MOTUL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MUNA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,MUXUPIP,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,OPICHEN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,OXKUTZCAB,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,PANABA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,PETO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,PROGRESO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,QUINTANA ROO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,RIO LAGARTOS,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SACALUM,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SAMAHIL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SAN FELIPE,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SANANHCAT,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SANTA ELENA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SEYE,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SINANCHE,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SOTUTA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SUCILA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SUDZAL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,SUMA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TAHDZIU,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TAHMEK,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEABO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TECOH,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEKAL DE VENEGAS,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEKANTO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEKAX,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEKIT,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEKOM,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TELCHAC PUEBLO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TELCHAC PUERTO,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEMAX,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEMOZON,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEPAKAN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TETIZ,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TEYA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TICUL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TIMUCUY,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TINUM,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TIXCACALCUPUL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TIXKOKOB,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TIXMEHUAC,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TIXPEHUAL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TIZIMIN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TUNKAS,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,TZUCACAB,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,UAYMA,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,UCU,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,UMAN,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,VALLADOLID,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,XOCCHEL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,YAXCABA,PENINSULAR,49.56,2.367
