Year,Month,State,Municipality,Division,Fijo,Variable (Energía)
2018,ENERO,AGUASCALIENTES,AGUASCALIENTES,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,ASIENTOS,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,CALVILLO,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,COSIO,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,EL LLANO,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,JESUS MARIA,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO,43.62,2.265
2018,ENERO,AGUASCALIENTES,TEPEZALA,BAJÍO,43.62,2.265
2018,ENERO,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA,65.54,1.608
2018,ENERO,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA,65.54,1.608
2018,ENERO,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA,65.54,1.608
2018,ENERO,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA,65.54,1.608
2018,ENERO,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA,65.54,1.608
2018,ENERO,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR,65.54,2.196
2018,ENERO,BAJA CALIFORNIA SUR,LA PAZ,BAJA CALIFORNIA SUR,65.54,2.196
2018,ENERO,BAJA CALIFORNIA SUR,LORETO,BAJA CALIFORNIA SUR,65.54,2.196
2018,ENERO,BAJA CALIFORNIA SUR,LOS CABOS,BAJA CALIFORNIA SUR,65.54,2.196
2018,ENERO,BAJA CALIFORNIA SUR,MULEGE,BAJA CALIFORNIA SUR,65.54,2.196
2018,ENERO,CAMPECHE,CALAKMUL,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,CALKINI,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,CAMPECHE,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,CANDELARIA,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,CARMEN,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,CHAMPOTON,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,ESCARCEGA,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,HECELCHAKAN,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,HOPELCHEN,PENINSULAR,49.56,2.367
2018,ENERO,CAMPECHE,PALIZADA,SURESTE,72.38,2.368
2018,ENERO,CAMPECHE,TENABO,PENINSULAR,49.56,2.367
2018,ENERO,CHIAPAS,ACACOYAGUA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ACALA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ACAPETAHUA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ALDAMA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ALTAMIRANO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,AMATAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,AMATENANGO DE LA FRONTERA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,AMATENANGO DEL VALLE,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ANGEL ALBINO CORZO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ARRIAGA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,BEJUCAL DE OCAMPO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,BELLA VISTA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,BENEMERITO DE LAS AMERICAS,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,BERRIOZABAL,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,BOCHIL,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CACAHOATAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CATAZAJA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHALCHIHUITAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHAMULA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHANAL,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHAPULTENANGO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHENALHO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHIAPA DE CORZO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHIAPILLA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHICOASEN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHICOMUSELO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CHILON,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,CINTALAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,COAPILLA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,COMITAN DE DOMINGUEZ,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,COPAINALA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,EL BOSQUE,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,EL PORVENIR,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ESCUINTLA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,FRANCISCO LEON,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,FRONTERA COMALAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,FRONTERA HIDALGO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,HUEHUETAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,HUITIUPAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,HUIXTAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,HUIXTLA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,IXHUATAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,IXTACOMITAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,IXTAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,IXTAPANGAJOYA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,JIQUIPILAS,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,JITOTOL,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,JUAREZ,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LA CONCORDIA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LA GRANDEZA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LA INDEPENDENCIA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LA LIBERTAD,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LA TRINITARIA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LARRAINZAR,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LAS MARGARITAS,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,LAS ROSAS,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MAPASTEPEC,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MARAVILLA TENEJAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MARQUES DE COMILLAS,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MAZAPA DE MADERO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MAZATAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,METAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MITONTIC,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MONTECRISTO DE GUERRERO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,MOTOZINTLA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,NICOLAS RUIZ,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,OCOSINGO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,OCOTEPEC,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,OCOZOCOAUTLA DE ESPINOSA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,OSTUACAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,OSUMACINTA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,OXCHUC,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,PALENQUE,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,PANTELHO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,PANTEPEC,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,PICHUCALCO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,PIJIJIAPAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,PUEBLO NUEVO SOLISTAHUACAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,RAYON,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,REFORMA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SABANILLA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SALTO DE AGUA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SAN ANDRES DURAZNAL,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SAN FERNANDO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SAN JUAN CANCUC,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SAN LUCAS,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SANTIAGO EL PINAR,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SILTEPEC,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SIMOJOVEL,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SITALA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SOCOLTENANGO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SOLOSUCHIAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SOYALO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SUCHIAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SUCHIATE,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,SUNUAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TAPACHULA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TAPALAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TAPILULA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TECPATAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TENEJAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TEOPISCA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TILA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TONALA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TOTOLAPA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TUMBALA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TUXTLA CHICO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TUXTLA GUTIERREZ,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TUZANTAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,TZIMOL,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,UNION JUAREZ,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,VENUSTIANO CARRANZA,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,VILLA COMALTITLAN,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,VILLA CORZO,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,VILLAFLORES,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,YAJALON,SURESTE,72.38,2.368
2018,ENERO,CHIAPAS,ZINACANTAN,SURESTE,72.38,2.368
2018,ENERO,CHIHUAHUA,AHUMADA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,ALDAMA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,ALLENDE,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,AQUILES SERDAN,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,ASCENSION,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,BACHINIVA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,BALLEZA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,BATOPILAS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,BOCOYNA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,BUENAVENTURA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CAMARGO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CARICHI,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CASAS GRANDES,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CHIHUAHUA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CHINIPAS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CORONADO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,COYAME DEL SOTOL,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CUAUHTEMOC,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,CUSIHUIRIACHI,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,DELICIAS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,DR. BELISARIO DOMINGUEZ,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,EL TULE,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GALEANA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GOMEZ FARIAS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GRAN MORELOS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GUACHOCHI,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GUADALUPE,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GUADALUPE Y CALVO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GUAZAPARES,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,GUERRERO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,HIDALGO DEL PARRAL,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,HUEJOTITAN,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,IGNACIO ZARAGOZA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,JANOS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,JIMENEZ,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,JUAREZ,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,JULIMES,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,LA CRUZ,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,LOPEZ,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MADERA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MAGUARICHI,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MANUEL BENAVIDES,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MATACHI,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MATAMOROS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MEOQUI,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MORELOS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,MORIS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,NAMIQUIPA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,NONOAVA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,NUEVO CASAS GRANDES,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,OCAMPO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,OJINAGA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,PRAXEDIS G. GUERRERO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,RIVA PALACIO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,ROSALES,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,ROSARIO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,SAN FRANCISCO DE BORJA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,SAN FRANCISCO DEL ORO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,SANTA BARBARA,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,SANTA ISABEL,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,SATEVO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,SAUCILLO,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,TEMOSACHIC,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,URIQUE,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,URUACHI,NORTE,92.66,2.369
2018,ENERO,CHIHUAHUA,VALLE DE ZARAGOZA,NORTE,92.66,2.369
2018,ENERO,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR",65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO,57.16,2.076
2018,ENERO,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO,57.16,2.076
2018,ENERO,CIUDAD DE MÉXICO,COYOACAN,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR,65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,CUAUHTEMOC,VALLE DE MÉXICO CENTRO,57.16,2.076
2018,ENERO,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,VALLE DE MÉXICO NORTE Y CENTRO,57.16,2.076
2018,ENERO,CIUDAD DE MÉXICO,IZTACALCO,VALLE DE MÉXICO CENTRO,57.16,2.076
2018,ENERO,CIUDAD DE MÉXICO,IZTAPALAPA,VALLE DE MÉXICO CENTRO Y SUR,65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,MIGUEL HIDALGO,VALLE DE MÉXICO NORTE Y CENTRO,57.16,2.076
2018,ENERO,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,TLAHUAC,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,TLALPAN,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,CIUDAD DE MÉXICO,VENUSTIANO CARRANZA,VALLE DE MÉXICO CENTRO,57.16,2.076
2018,ENERO,CIUDAD DE MÉXICO,XOCHIMILCO,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,COAHUILA,ABASOLO,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,ACUNA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,ALLENDE,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,ARTEAGA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,CANDELA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,CASTANOS,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,CUATRO CIENEGAS,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,ESCOBEDO,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,FRANCISCO I. MADERO,NORTE,92.66,2.369
2018,ENERO,COAHUILA,FRONTERA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,GENERAL CEPEDA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,GUERRERO,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,HIDALGO,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,JIMENEZ,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,JUAREZ,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,LAMADRID,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,MATAMOROS,NORTE,92.66,2.369
2018,ENERO,COAHUILA,MONCLOVA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,MORELOS,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,MUZQUIZ,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,NADADORES,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,NAVA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE,92.66,2.369
2018,ENERO,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE,92.66,2.369
2018,ENERO,COAHUILA,PIEDRAS NEGRAS,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,PROGRESO,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,RAMOS ARIZPE,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,SABINAS,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,SACRAMENTO,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,SALTILLO,BAJÍO Y GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,SAN BUENAVENTURA,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,SAN JUAN DE SABINAS,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,SAN PEDRO,BAJÍO Y NORTE,92.66,2.369
2018,ENERO,COAHUILA,SIERRA MOJADA,NORTE,92.66,2.369
2018,ENERO,COAHUILA,TORREON,NORTE,92.66,2.369
2018,ENERO,COAHUILA,VIESCA,NORTE,92.66,2.369
2018,ENERO,COAHUILA,VILLA UNION,GOLFO NORTE,52.47,2.223
2018,ENERO,COAHUILA,ZARAGOZA,GOLFO NORTE,52.47,2.223
2018,ENERO,COLIMA,ARMERIA,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,COLIMA,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,COMALA,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,COQUIMATLAN,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,CUAUHTEMOC,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,IXTLAHUACAN,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,MANZANILLO,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,MINATITLAN,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,TECOMAN,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,COLIMA,VILLA DE ALVAREZ,CENTRO OCCIDENTE,38.27,2.378
2018,ENERO,DURANGO,CANATLAN,NORTE,92.66,2.369
2018,ENERO,DURANGO,CANELAS,NORTE,92.66,2.369
2018,ENERO,DURANGO,CONETO DE COMONFORT,NORTE,92.66,2.369
2018,ENERO,DURANGO,CUENCAME,NORTE,92.66,2.369
2018,ENERO,DURANGO,DURANGO,NORTE,92.66,2.369
2018,ENERO,DURANGO,EL ORO,NORTE,92.66,2.369
2018,ENERO,DURANGO,GENERAL SIMON BOLIVAR,BAJÍO Y NORTE,92.66,2.369
2018,ENERO,DURANGO,GOMEZ PALACIO,NORTE,92.66,2.369
2018,ENERO,DURANGO,GUADALUPE VICTORIA,BAJÍO,43.62,2.265
2018,ENERO,DURANGO,GUANACEVI,NORTE,92.66,2.369
2018,ENERO,DURANGO,HIDALGO,NORTE,92.66,2.369
2018,ENERO,DURANGO,LERDO,NORTE,92.66,2.369
2018,ENERO,DURANGO,MAPIMI,NORTE,92.66,2.369
2018,ENERO,DURANGO,MEZQUITAL,NORTE,92.66,2.369
2018,ENERO,DURANGO,NAZAS,NORTE,92.66,2.369
2018,ENERO,DURANGO,NOMBRE DE DIOS,NORTE,92.66,2.369
2018,ENERO,DURANGO,NUEVO IDEAL,NORTE,92.66,2.369
2018,ENERO,DURANGO,OCAMPO,NORTE,92.66,2.369
2018,ENERO,DURANGO,OTAEZ,NORTE,92.66,2.369
2018,ENERO,DURANGO,PANUCO DE CORONADO,NORTE,92.66,2.369
2018,ENERO,DURANGO,PENON BLANCO,NORTE,92.66,2.369
2018,ENERO,DURANGO,POANAS,NORTE,92.66,2.369
2018,ENERO,DURANGO,PUEBLO NUEVO,NORTE,92.66,2.369
2018,ENERO,DURANGO,RODEO,NORTE,92.66,2.369
2018,ENERO,DURANGO,SAN BERNARDO,NORTE,92.66,2.369
2018,ENERO,DURANGO,SAN DIMAS,NORTE,92.66,2.369
2018,ENERO,DURANGO,SAN JUAN DE GUADALUPE,NORTE,92.66,2.369
2018,ENERO,DURANGO,SAN JUAN DEL RIO,NORTE,92.66,2.369
2018,ENERO,DURANGO,SAN LUIS DEL CORDERO,NORTE,92.66,2.369
2018,ENERO,DURANGO,SAN PEDRO DEL GALLO,NORTE,92.66,2.369
2018,ENERO,DURANGO,SANTA CLARA,BAJÍO Y NORTE,92.66,2.369
2018,ENERO,DURANGO,SANTIAGO PAPASQUIARO,NORTE,92.66,2.369
2018,ENERO,DURANGO,SUCHIL,NORTE,92.66,2.369
2018,ENERO,DURANGO,TAMAZULA,NOROESTE Y NORTE,92.66,2.369
2018,ENERO,DURANGO,TEPEHUANES,NORTE,92.66,2.369
2018,ENERO,DURANGO,TLAHUALILO,NORTE,92.66,2.369
2018,ENERO,DURANGO,TOPIA,NORTE,92.66,2.369
2018,ENERO,DURANGO,VICENTE GUERRERO,NORTE,92.66,2.369
2018,ENERO,ESTADO DE MÉXICO,ACAMBAY,CENTRO SUR,47.45,2.404
2018,ENERO,ESTADO DE MÉXICO,ACOLMAN,VALLE DE MÉXICO NORTE,64.18,2.185
2018,ENERO,ESTADO DE MÉXICO,ACULCO,CENTRO SUR,47.45,2.404
2018,ENERO,ESTADO DE MÉXICO,ALMOLOYA DE JUAREZ,CENTRO SUR,47.45,2.404
2018,ENERO,ESTADO DE MÉXICO,ALMOLOYA DE JUAREZ,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,ESTADO DE MÉXICO,ALMOLOYA DEL RIO,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,ESTADO DE MÉXICO,AMANALCO,CENTRO SUR,47.45,2.404
2018,ENERO,ESTADO DE MÉXICO,AMECAMECA,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,ESTADO DE MÉXICO,APAXCO,VALLE DE MÉXICO NORTE,64.18,2.185
2018,ENERO,ESTADO DE MÉXICO,ATENCO,VALLE DE MÉXICO NORTE Y CENTRO,57.16,2.076
2018,ENERO,ESTADO DE MÉXICO,ATIZAPAN,VALLE DE MÉXICO SUR,65.45,2.178
2018,ENERO,ESTADO DE MÉXICO,ATIZAPAN DE ZARAGOZA,VALLE DE MÉXICO NORTE,64.18,2.185
